,Pruebas_PCR_Ag,Incidentes_PCR_Ag,H,H_UCI,Defunciones,Asint_H_<45,Asint_H_45a64,Asint_H_+65,Sint_H_<45,Sint_H_45a64,Sint_H_+65,Asint_M_<45,Asint_M_45a64,Asint_M_+65,Sint_M_<45,Sint_M_45a64,Sint_M_+65,Entradas,Salidas
22/08/2020,2324.0,266.0,120.0,18.0,0.0,14.0,12.0,3.0,55.0,30.0,10.0,25.0,9.0,3.0,62.0,27.0,10.0,,
23/08/2020,1952.0,200.0,120.0,19.0,0.0,23.0,10.0,0.0,36.0,22.0,4.0,16.0,8.0,1.0,38.0,18.0,4.0,,
24/08/2020,1537.0,189.0,164.0,21.0,1.0,18.0,8.0,2.0,32.0,18.0,5.0,13.0,4.0,3.0,33.0,10.0,6.0,,
25/08/2020,2730.0,356.0,166.0,22.0,1.0,31.0,10.0,4.0,67.0,22.0,14.0,35.0,7.0,3.0,73.0,26.0,10.0,,
26/08/2020,1516.0,247.0,168.0,24.0,0.0,26.0,13.0,7.0,53.0,22.0,6.0,30.0,15.0,3.0,66.0,22.0,5.0,,
27/08/2020,2805.0,309.0,166.0,24.0,1.0,43.0,10.0,4.0,60.0,31.0,12.0,26.0,11.0,7.0,66.0,44.0,6.0,,
28/08/2020,2956.0,364.0,180.0,25.0,0.0,41.0,14.0,6.0,79.0,34.0,12.0,28.0,8.0,4.0,68.0,41.0,12.0,,
29/08/2020,2214.0,256.0,185.0,29.0,0.0,33.0,9.0,3.0,46.0,22.0,12.0,31.0,7.0,3.0,53.0,22.0,7.0,,
30/08/2020,2818.0,322.0,189.0,33.0,0.0,28.0,5.0,3.0,52.0,22.0,4.0,25.0,12.0,4.0,75.0,29.0,9.0,,
31/08/2020,2578.0,277.0,242.0,34.0,0.0,22.0,11.0,3.0,53.0,36.0,11.0,16.0,9.0,5.0,58.0,19.0,9.0,,
01/09/2020,2987.0,328.0,207.0,36.0,1.0,29.0,9.0,4.0,62.0,29.0,11.0,22.0,9.0,2.0,77.0,31.0,10.0,,
02/09/2020,2853.0,447.0,225.0,39.0,0.0,47.0,9.0,7.0,90.0,37.0,20.0,40.0,6.0,12.0,81.0,45.0,32.0,,
03/09/2020,2547.0,403.0,219.0,51.0,2.0,34.0,19.0,6.0,72.0,35.0,13.0,31.0,6.0,5.0,100.0,43.0,20.0,,
04/09/2020,2985.0,414.0,224.0,48.0,1.0,40.0,9.0,6.0,78.0,34.0,13.0,34.0,11.0,6.0,102.0,47.0,6.0,,
05/09/2020,2218.0,423.0,235.0,50.0,0.0,26.0,8.0,4.0,68.0,40.0,14.0,34.0,11.0,6.0,111.0,42.0,14.0,,
06/09/2020,2178.0,291.0,265.0,50.0,3.0,25.0,5.0,3.0,52.0,29.0,14.0,19.0,8.0,8.0,79.0,21.0,17.0,,
07/09/2020,2124.0,251.0,304.0,56.0,1.0,15.0,9.0,2.0,49.0,27.0,9.0,23.0,6.0,6.0,67.0,26.0,16.0,,
08/09/2020,3029.0,384.0,314.0,56.0,2.0,35.0,11.0,3.0,77.0,42.0,12.0,31.0,8.0,4.0,84.0,37.0,10.0,,
09/09/2020,2989.0,478.0,337.0,62.0,2.0,35.0,16.0,5.0,92.0,56.0,22.0,25.0,19.0,11.0,110.0,62.0,15.0,,
10/09/2020,3442.0,458.0,339.0,60.0,6.0,53.0,13.0,7.0,78.0,38.0,13.0,47.0,14.0,6.0,91.0,39.0,17.0,,
11/09/2020,3522.0,477.0,344.0,60.0,4.0,50.0,17.0,7.0,64.0,43.0,12.0,50.0,16.0,8.0,109.0,48.0,10.0,,
12/09/2020,3102.0,466.0,346.0,61.0,2.0,52.0,20.0,3.0,79.0,36.0,7.0,38.0,15.0,3.0,120.0,43.0,15.0,,
13/09/2020,2132.0,462.0,344.0,60.0,3.0,60.0,24.0,4.0,76.0,40.0,13.0,43.0,14.0,3.0,99.0,37.0,10.0,,
14/09/2020,3341.0,530.0,330.0,58.0,1.0,56.0,20.0,3.0,103.0,35.0,15.0,55.0,11.0,8.0,124.0,58.0,15.0,,
15/09/2020,3287.0,500.0,328.0,59.0,7.0,59.0,12.0,6.0,85.0,41.0,14.0,51.0,12.0,2.0,102.0,51.0,7.0,,
16/09/2020,3497.0,464.0,330.0,58.0,0.0,50.0,8.0,4.0,59.0,35.0,7.0,55.0,25.0,4.0,115.0,43.0,10.0,,
17/09/2020,4220.0,647.0,317.0,59.0,2.0,61.0,25.0,9.0,126.0,45.0,14.0,66.0,13.0,8.0,149.0,54.0,14.0,,
18/09/2020,3584.0,609.0,312.0,59.0,0.0,65.0,26.0,6.0,91.0,44.0,9.0,72.0,30.0,7.0,124.0,53.0,11.0,,
19/09/2020,4032.0,592.0,314.0,59.0,3.0,42.0,14.0,5.0,76.0,51.0,8.0,78.0,28.0,7.0,107.0,56.0,11.0,,
20/09/2020,2247.0,273.0,317.0,59.0,0.0,28.0,7.0,5.0,42.0,27.0,11.0,24.0,7.0,4.0,61.0,27.0,6.0,,
21/09/2020,2547.0,288.0,317.0,59.0,3.0,24.0,9.0,3.0,45.0,20.0,3.0,48.0,13.0,6.0,55.0,28.0,7.0,,
22/09/2020,4153.0,486.0,321.0,58.0,3.0,52.0,14.0,1.0,64.0,46.0,7.0,75.0,25.0,2.0,82.0,40.0,8.0,,
23/09/2020,3773.0,455.0,323.0,57.0,3.0,56.0,16.0,5.0,94.0,47.0,9.0,52.0,12.0,4.0,97.0,39.0,14.0,,
24/09/2020,7704.0,701.0,322.0,58.0,3.0,72.0,23.0,10.0,99.0,40.0,20.0,103.0,49.0,10.0,136.0,63.0,23.0,,
25/09/2020,2301.0,431.0,322.0,58.0,2.0,47.0,12.0,3.0,80.0,31.0,11.0,73.0,24.0,3.0,87.0,43.0,7.0,,
26/09/2020,1192.0,470.0,331.0,63.0,2.0,59.0,23.0,7.0,61.0,33.0,12.0,74.0,24.0,7.0,106.0,38.0,13.0,,
27/09/2020,2695.0,415.0,340.0,64.0,2.0,43.0,16.0,6.0,61.0,31.0,9.0,45.0,12.0,4.0,88.0,30.0,14.0,,
28/09/2020,2122.0,217.0,343.0,68.0,1.0,28.0,8.0,6.0,59.0,11.0,9.0,19.0,10.0,11.0,40.0,30.0,10.0,,
29/09/2020,3785.0,383.0,329.0,70.0,4.0,37.0,21.0,2.0,76.0,43.0,15.0,36.0,19.0,1.0,73.0,38.0,9.0,,
30/09/2020,3643.0,394.0,321.0,70.0,3.0,61.0,17.0,3.0,76.0,29.0,9.0,48.0,16.0,3.0,88.0,23.0,9.0,,
01/10/2020,3258.0,432.0,324.0,71.0,0.0,49.0,16.0,4.0,83.0,46.0,11.0,40.0,8.0,7.0,74.0,49.0,17.0,,
02/10/2020,3492.0,433.0,320.0,70.0,3.0,52.0,22.0,4.0,80.0,39.0,16.0,48.0,9.0,3.0,97.0,33.0,14.0,,
03/10/2020,3520.0,451.0,325.0,71.0,1.0,42.0,14.0,6.0,79.0,29.0,15.0,51.0,20.0,10.0,78.0,43.0,15.0,,
04/10/2020,2738.0,403.0,332.0,72.0,1.0,45.0,16.0,3.0,64.0,39.0,9.0,42.0,10.0,1.0,74.0,34.0,13.0,,
05/10/2020,2603.0,307.0,376.0,78.0,1.0,41.0,15.0,10.0,64.0,28.0,11.0,33.0,12.0,9.0,70.0,34.0,17.0,,
06/10/2020,3675.0,512.0,363.0,66.0,1.0,49.0,20.0,4.0,75.0,55.0,24.0,43.0,21.0,12.0,108.0,60.0,15.0,,
07/10/2020,4088.0,487.0,372.0,69.0,6.0,56.0,14.0,3.0,85.0,44.0,8.0,65.0,18.0,7.0,89.0,52.0,19.0,,
08/10/2020,3863.0,433.0,368.0,66.0,5.0,49.0,21.0,3.0,87.0,49.0,9.0,35.0,10.0,5.0,107.0,40.0,12.0,,
09/10/2020,3411.0,443.0,355.0,62.0,2.0,35.0,17.0,6.0,86.0,38.0,17.0,48.0,16.0,9.0,90.0,35.0,18.0,,
10/10/2020,3254.0,357.0,353.0,68.0,4.0,20.0,12.0,7.0,60.0,36.0,23.0,40.0,10.0,10.0,64.0,46.0,17.0,,
11/10/2020,2328.0,400.0,357.0,68.0,6.0,31.0,14.0,6.0,63.0,36.0,9.0,44.0,11.0,4.0,91.0,35.0,20.0,,
12/10/2020,2185.0,318.0,361.0,69.0,3.0,33.0,12.0,6.0,65.0,37.0,20.0,22.0,7.0,9.0,57.0,38.0,14.0,,
13/10/2020,2875.0,375.0,364.0,67.0,3.0,19.0,13.0,6.0,77.0,52.0,27.0,34.0,15.0,3.0,73.0,41.0,16.0,,
14/10/2020,4339.0,718.0,369.0,70.0,2.0,74.0,22.0,14.0,136.0,65.0,26.0,68.0,20.0,15.0,145.0,67.0,21.0,,
15/10/2020,5859.0,597.0,374.0,72.0,2.0,55.0,22.0,7.0,111.0,59.0,18.0,50.0,19.0,9.0,134.0,65.0,36.0,,
16/10/2020,4015.0,580.0,376.0,73.0,5.0,64.0,19.0,9.0,102.0,53.0,20.0,57.0,14.0,6.0,121.0,57.0,21.0,,
17/10/2020,4435.0,711.0,381.0,75.0,2.0,79.0,28.0,7.0,137.0,60.0,32.0,57.0,28.0,16.0,145.0,70.0,29.0,,
18/10/2020,2195.0,337.0,393.0,77.0,5.0,21.0,12.0,7.0,56.0,25.0,15.0,29.0,8.0,27.0,63.0,33.0,27.0,,
19/10/2020,2762.0,441.0,401.0,78.0,6.0,41.0,18.0,7.0,85.0,46.0,22.0,36.0,14.0,12.0,91.0,45.0,28.0,,
20/10/2020,4656.0,741.0,407.0,77.0,3.0,59.0,17.0,9.0,119.0,86.0,20.0,72.0,20.0,15.0,166.0,96.0,31.0,,
21/10/2020,4987.0,750.0,412.0,77.0,4.0,55.0,28.0,11.0,149.0,61.0,34.0,63.0,21.0,13.0,173.0,79.0,35.0,,
22/10/2020,4975.0,864.0,418.0,77.0,4.0,83.0,21.0,17.0,176.0,64.0,25.0,65.0,21.0,42.0,186.0,88.0,32.0,,
23/10/2020,5480.0,1022.0,427.0,77.0,4.0,89.0,39.0,21.0,175.0,66.0,26.0,105.0,38.0,39.0,218.0,98.0,59.0,,
24/10/2020,4652.0,781.0,447.0,81.0,6.0,70.0,26.0,17.0,125.0,58.0,20.0,82.0,26.0,19.0,158.0,67.0,40.0,,
25/10/2020,3870.0,595.0,467.0,83.0,10.0,53.0,22.0,8.0,105.0,47.0,20.0,54.0,21.0,15.0,118.0,68.0,22.0,,
26/10/2020,3675.0,605.0,491.0,86.0,8.0,41.0,14.0,11.0,124.0,55.0,23.0,28.0,15.0,7.0,158.0,73.0,27.0,,
27/10/2020,6079.0,985.0,500.0,87.0,9.0,95.0,42.0,14.0,160.0,96.0,39.0,93.0,27.0,24.0,211.0,108.0,36.0,,
28/10/2020,5651.0,891.0,510.0,89.0,6.0,75.0,28.0,10.0,179.0,82.0,31.0,84.0,25.0,12.0,188.0,104.0,33.0,,
29/10/2020,5918.0,908.0,514.0,89.0,8.0,84.0,25.0,16.0,158.0,85.0,32.0,84.0,31.0,18.0,176.0,98.0,43.0,,
30/10/2020,5829.0,1021.0,516.0,98.0,8.0,92.0,31.0,29.0,190.0,100.0,33.0,79.0,28.0,44.0,216.0,85.0,47.0,,
31/10/2020,5043.0,775.0,532.0,100.0,11.0,88.0,31.0,18.0,142.0,66.0,32.0,81.0,32.0,15.0,147.0,74.0,33.0,,
01/11/2020,3625.0,533.0,538.0,100.0,14.0,66.0,17.0,11.0,90.0,38.0,25.0,35.0,20.0,12.0,105.0,53.0,36.0,,
02/11/2020,4030.0,642.0,556.0,100.0,13.0,51.0,30.0,10.0,128.0,65.0,25.0,47.0,24.0,35.0,117.0,77.0,27.0,,
03/11/2020,6362.0,1122.0,577.0,98.0,7.0,102.0,31.0,17.0,198.0,106.0,43.0,87.0,39.0,24.0,230.0,138.0,49.0,,
04/11/2020,5624.0,952.0,593.0,98.0,15.0,83.0,32.0,20.0,183.0,97.0,30.0,102.0,29.0,13.0,175.0,114.0,48.0,,
05/11/2020,5702.0,1062.0,595.0,96.0,14.0,103.0,32.0,17.0,190.0,92.0,37.0,93.0,27.0,20.0,223.0,144.0,40.0,,
06/11/2020,6731.0,1053.0,601.0,99.0,10.0,98.0,44.0,10.0,184.0,104.0,48.0,98.0,38.0,23.0,203.0,103.0,73.0,,
07/11/2020,5287.0,852.0,593.0,98.0,13.0,100.0,41.0,17.0,143.0,70.0,23.0,91.0,33.0,17.0,168.0,78.0,38.0,,
08/11/2020,2913.0,394.0,597.0,99.0,14.0,30.0,19.0,8.0,69.0,36.0,23.0,38.0,16.0,14.0,67.0,36.0,21.0,,
09/11/2020,5389.0,834.0,627.0,106.0,12.0,71.0,32.0,20.0,164.0,81.0,24.0,71.0,27.0,24.0,183.0,93.0,33.0,,
10/11/2020,6529.0,925.0,629.0,103.0,6.0,81.0,36.0,11.0,149.0,86.0,40.0,86.0,22.0,31.0,189.0,112.0,41.0,,
11/11/2020,6202.0,877.0,632.0,102.0,13.0,100.0,47.0,12.0,144.0,79.0,30.0,105.0,23.0,15.0,180.0,82.0,46.0,,
12/11/2020,6169.0,748.0,626.0,104.0,12.0,92.0,18.0,7.0,116.0,62.0,24.0,89.0,32.0,9.0,155.0,82.0,29.0,,
13/11/2020,6059.0,632.0,626.0,104.0,7.0,66.0,29.0,10.0,95.0,54.0,29.0,70.0,27.0,12.0,119.0,57.0,38.0,,
14/11/2020,3761.0,465.0,608.0,104.0,9.0,64.0,21.0,14.0,60.0,37.0,15.0,61.0,23.0,5.0,86.0,44.0,13.0,,
15/11/2020,2425.0,267.0,610.0,106.0,4.0,21.0,16.0,6.0,36.0,30.0,10.0,41.0,13.0,10.0,37.0,26.0,15.0,,
16/11/2020,4313.0,463.0,617.0,102.0,10.0,30.0,15.0,9.0,85.0,55.0,20.0,32.0,12.0,9.0,84.0,49.0,26.0,,
17/11/2020,5448.0,516.0,598.0,106.0,11.0,59.0,15.0,8.0,88.0,46.0,18.0,59.0,17.0,19.0,91.0,55.0,31.0,,
18/11/2020,5115.0,497.0,571.0,109.0,13.0,60.0,15.0,10.0,82.0,38.0,17.0,56.0,14.0,10.0,93.0,58.0,23.0,,
19/11/2020,4120.0,377.0,534.0,109.0,12.0,48.0,14.0,6.0,64.0,34.0,12.0,41.0,9.0,5.0,66.0,40.0,18.0,,
20/11/2020,4243.0,316.0,500.0,105.0,8.0,33.0,16.0,5.0,50.0,28.0,11.0,31.0,12.0,9.0,55.0,34.0,14.0,,
21/11/2020,3194.0,290.0,473.0,103.0,6.0,30.0,17.0,3.0,51.0,22.0,11.0,29.0,14.0,15.0,42.0,22.0,17.0,,
22/11/2020,1210.0,88.0,473.0,103.0,9.0,12.0,3.0,2.0,7.0,8.0,2.0,10.0,8.0,2.0,15.0,7.0,5.0,,
23/11/2020,4027.0,239.0,493.0,101.0,9.0,27.0,15.0,1.0,42.0,29.0,8.0,16.0,7.0,3.0,53.0,36.0,9.0,,
24/11/2020,3963.0,273.0,456.0,93.0,8.0,25.0,14.0,9.0,51.0,35.0,8.0,38.0,11.0,10.0,47.0,18.0,6.0,,
25/11/2020,4382.0,300.0,449.0,91.0,7.0,36.0,12.0,7.0,59.0,23.0,8.0,29.0,14.0,3.0,48.0,24.0,12.0,,
26/11/2020,3751.0,253.0,426.0,93.0,4.0,28.0,16.0,3.0,52.0,23.0,9.0,40.0,11.0,6.0,37.0,24.0,8.0,,
27/11/2020,3372.0,246.0,409.0,89.0,4.0,37.0,18.0,2.0,43.0,27.0,7.0,29.0,8.0,6.0,36.0,22.0,10.0,,
28/11/2020,2372.0,179.0,373.0,90.0,3.0,22.0,16.0,1.0,23.0,10.0,6.0,32.0,6.0,2.0,25.0,13.0,5.0,,
29/11/2020,1050.0,42.0,371.0,90.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,6.0,3.0,4.0,5.0,1.0,4.0,,
30/11/2020,3201.0,176.0,395.0,87.0,3.0,21.0,8.0,3.0,23.0,24.0,4.0,18.0,8.0,3.0,37.0,22.0,4.0,,
01/12/2020,3480.0,255.0,377.0,87.0,8.0,27.0,6.0,5.0,43.0,29.0,7.0,25.0,8.0,3.0,47.0,31.0,13.0,,
02/12/2020,3014.0,227.0,341.0,82.0,3.0,38.0,11.0,3.0,38.0,21.0,5.0,24.0,5.0,8.0,44.0,20.0,3.0,,
03/12/2020,2393.0,152.0,326.0,78.0,2.0,14.0,9.0,6.0,27.0,18.0,7.0,14.0,8.0,4.0,30.0,9.0,6.0,,
04/12/2020,2857.0,228.0,295.0,77.0,5.0,46.0,13.0,2.0,25.0,23.0,5.0,38.0,7.0,5.0,25.0,22.0,5.0,,
05/12/2020,1677.0,168.0,277.0,79.0,7.0,14.0,6.0,5.0,21.0,16.0,6.0,18.0,6.0,13.0,32.0,17.0,9.0,,
06/12/2020,683.0,25.0,272.0,79.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,,
07/12/2020,1691.0,108.0,261.0,69.0,6.0,13.0,5.0,1.0,17.0,12.0,0.0,15.0,4.0,1.0,24.0,9.0,4.0,,
08/12/2020,1117.0,63.0,256.0,69.0,5.0,8.0,1.0,0.0,9.0,4.0,2.0,11.0,1.0,2.0,13.0,7.0,2.0,,
09/12/2020,3096.0,217.0,267.0,67.0,6.0,30.0,7.0,2.0,45.0,22.0,10.0,23.0,6.0,2.0,38.0,17.0,12.0,,
10/12/2020,3166.0,224.0,250.0,65.0,5.0,20.0,9.0,2.0,36.0,22.0,11.0,28.0,10.0,10.0,36.0,27.0,7.0,,
11/12/2020,2996.0,265.0,255.0,68.0,6.0,34.0,8.0,5.0,31.0,20.0,17.0,23.0,8.0,5.0,57.0,24.0,14.0,,
12/12/2020,2423.0,158.0,225.0,70.0,4.0,28.0,7.0,6.0,24.0,19.0,10.0,9.0,7.0,1.0,20.0,8.0,12.0,,
13/12/2020,1319.0,80.0,228.0,69.0,0.0,4.0,2.0,2.0,14.0,12.0,5.0,4.0,1.0,3.0,13.0,10.0,6.0,,
14/12/2020,2900.0,218.0,242.0,71.0,7.0,20.0,9.0,8.0,42.0,24.0,4.0,11.0,12.0,7.0,41.0,27.0,6.0,,
15/12/2020,2898.0,181.0,246.0,69.0,3.0,15.0,11.0,1.0,34.0,19.0,11.0,18.0,4.0,1.0,38.0,17.0,11.0,,
16/12/2020,3415.0,219.0,238.0,65.0,4.0,31.0,13.0,7.0,41.0,14.0,8.0,11.0,4.0,8.0,44.0,19.0,8.0,,
17/12/2020,2621.0,196.0,231.0,63.0,2.0,20.0,7.0,2.0,33.0,20.0,7.0,22.0,6.0,2.0,43.0,24.0,10.0,,
18/12/2020,2926.0,217.0,231.0,63.0,8.0,24.0,8.0,3.0,45.0,25.0,9.0,17.0,9.0,3.0,35.0,22.0,12.0,,
19/12/2020,2334.0,164.0,223.0,64.0,2.0,22.0,10.0,2.0,31.0,13.0,9.0,8.0,3.0,10.0,33.0,8.0,4.0,,
20/12/2020,975.0,33.0,220.0,63.0,4.0,1.0,2.0,0.0,7.0,2.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,,
21/12/2020,2904.0,206.0,236.0,62.0,4.0,15.0,10.0,3.0,50.0,21.0,11.0,13.0,6.0,1.0,36.0,27.0,10.0,,
22/12/2020,2588.0,273.0,234.0,65.0,2.0,33.0,13.0,4.0,51.0,22.0,12.0,30.0,6.0,5.0,53.0,28.0,6.0,,
23/12/2020,3284.0,300.0,235.0,68.0,2.0,28.0,11.0,3.0,74.0,27.0,11.0,22.0,6.0,6.0,58.0,29.0,9.0,,
24/12/2020,2562.0,251.0,221.0,65.0,2.0,24.0,12.0,4.0,70.0,26.0,6.0,27.0,1.0,2.0,49.0,17.0,7.0,,
25/12/2020,753.0,102.0,221.0,65.0,6.0,15.0,4.0,3.0,17.0,6.0,2.0,11.0,4.0,4.0,15.0,13.0,3.0,,
26/12/2020,1917.0,168.0,228.0,69.0,5.0,14.0,9.0,2.0,25.0,24.0,11.0,12.0,6.0,3.0,30.0,21.0,9.0,,
27/12/2020,1219.0,107.0,233.0,74.0,2.0,8.0,0.0,0.0,23.0,14.0,4.0,10.0,1.0,3.0,20.0,9.0,6.0,,
28/12/2020,3624.0,369.0,244.0,73.0,2.0,22.0,7.0,4.0,91.0,47.0,9.0,22.0,8.0,4.0,99.0,44.0,10.0,,
29/12/2020,4058.0,491.0,246.0,75.0,4.0,33.0,17.0,5.0,115.0,49.0,15.0,26.0,18.0,12.0,105.0,49.0,28.0,,
30/12/2020,4191.0,558.0,231.0,69.0,8.0,56.0,12.0,10.0,126.0,66.0,11.0,43.0,9.0,7.0,121.0,65.0,23.0,,
31/12/2020,3527.0,578.0,222.0,66.0,6.0,43.0,23.0,9.0,122.0,43.0,23.0,46.0,16.0,10.0,137.0,56.0,24.0,,
01/01/2021,1425.0,156.0,222.0,66.0,2.0,16.0,2.0,2.0,24.0,20.0,7.0,4.0,5.0,7.0,31.0,30.0,10.0,,
02/01/2021,2760.0,504.0,232.0,65.0,6.0,41.0,7.0,6.0,112.0,70.0,19.0,27.0,5.0,7.0,125.0,70.0,23.0,,
03/01/2021,2137.0,292.0,235.0,66.0,1.0,18.0,12.0,6.0,73.0,22.0,16.0,13.0,13.0,6.0,79.0,33.0,15.0,,
04/01/2021,4410.0,892.0,260.0,74.0,0.0,62.0,31.0,25.0,215.0,104.0,28.0,52.0,21.0,9.0,193.0,129.0,42.0,,
05/01/2021,6184.0,1276.0,300.0,70.0,4.0,85.0,40.0,13.0,270.0,143.0,42.0,76.0,46.0,19.0,327.0,159.0,43.0,,
06/01/2021,3486.0,621.0,300.0,74.0,4.0,46.0,25.0,14.0,127.0,59.0,18.0,38.0,7.0,30.0,139.0,77.0,25.0,,
07/01/2021,6214.0,1445.0,323.0,75.0,7.0,93.0,39.0,14.0,327.0,174.0,54.0,83.0,32.0,25.0,339.0,187.0,48.0,,
08/01/2021,7643.0,1606.0,370.0,81.0,3.0,137.0,58.0,24.0,343.0,188.0,61.0,103.0,44.0,29.0,347.0,194.0,81.0,,
09/01/2021,7048.0,1369.0,401.0,85.0,3.0,118.0,46.0,22.0,247.0,125.0,51.0,95.0,37.0,25.0,326.0,160.0,65.0,,
10/01/2021,4016.0,791.0,407.0,87.0,4.0,66.0,34.0,18.0,152.0,68.0,28.0,51.0,17.0,27.0,147.0,91.0,47.0,,
11/01/2021,8207.0,2068.0,459.0,88.0,7.0,140.0,49.0,20.0,424.0,251.0,78.0,116.0,45.0,32.0,456.0,294.0,82.0,,
12/01/2021,10858.0,2283.0,539.0,92.0,10.0,157.0,73.0,53.0,423.0,258.0,89.0,146.0,56.0,80.0,506.0,276.0,104.0,,
13/01/2021,9961.0,2056.0,583.0,98.0,7.0,152.0,63.0,36.0,430.0,224.0,88.0,124.0,48.0,49.0,485.0,246.0,109.0,,
14/01/2021,10196.0,2005.0,640.0,103.0,15.0,173.0,57.0,47.0,417.0,234.0,66.0,130.0,49.0,39.0,462.0,243.0,99.0,,
15/01/2021,10115.0,2060.0,672.0,103.0,15.0,144.0,72.0,29.0,379.0,209.0,90.0,118.0,49.0,49.0,417.0,254.0,123.0,,
16/01/2021,8333.0,1541.0,704.0,103.0,8.0,130.0,52.0,40.0,275.0,158.0,60.0,108.0,43.0,46.0,316.0,161.0,70.0,,
17/01/2021,6564.0,1015.0,715.0,105.0,13.0,87.0,36.0,36.0,171.0,77.0,48.0,75.0,23.0,39.0,193.0,117.0,66.0,,
18/01/2021,9685.0,1838.0,852.0,119.0,18.0,107.0,48.0,35.0,356.0,235.0,86.0,94.0,39.0,31.0,421.0,280.0,119.0,,
19/01/2021,11926.0,2052.0,900.0,122.0,22.0,156.0,70.0,48.0,399.0,232.0,76.0,158.0,46.0,37.0,397.0,257.0,109.0,,
20/01/2021,11865.0,1870.0,970.0,130.0,23.0,133.0,54.0,36.0,350.0,206.0,78.0,127.0,50.0,49.0,386.0,243.0,93.0,,
21/01/2021,9075.0,1500.0,1041.0,142.0,26.0,111.0,45.0,27.0,271.0,146.0,68.0,118.0,44.0,38.0,311.0,205.0,91.0,,
22/01/2021,9784.0,1467.0,1057.0,156.0,20.0,123.0,53.0,37.0,254.0,145.0,57.0,137.0,40.0,29.0,296.0,192.0,75.0,,
23/01/2021,8344.0,1249.0,1068.0,155.0,20.0,157.0,53.0,27.0,205.0,116.0,57.0,119.0,36.0,37.0,229.0,123.0,62.0,,
24/01/2021,5107.0,671.0,1073.0,158.0,29.0,68.0,22.0,13.0,97.0,71.0,39.0,56.0,36.0,19.0,114.0,73.0,38.0,,
25/01/2021,9075.0,1385.0,1136.0,162.0,27.0,110.0,44.0,29.0,237.0,157.0,61.0,98.0,30.0,57.0,302.0,186.0,82.0,,
26/01/2021,10025.0,1387.0,1095.0,168.0,29.0,132.0,46.0,25.0,261.0,147.0,56.0,126.0,41.0,33.0,266.0,166.0,72.0,,
27/01/2021,9609.0,1016.0,1130.0,167.0,24.0,96.0,29.0,18.0,194.0,99.0,49.0,89.0,31.0,27.0,170.0,118.0,51.0,,
28/01/2021,8121.0,956.0,1090.0,175.0,30.0,110.0,42.0,16.0,149.0,85.0,31.0,84.0,22.0,29.0,197.0,111.0,48.0,,
29/01/2021,8100.0,796.0,1098.0,176.0,25.0,83.0,32.0,18.0,120.0,67.0,43.0,66.0,39.0,18.0,150.0,93.0,47.0,,
30/01/2021,5654.0,679.0,1040.0,168.0,24.0,78.0,28.0,18.0,118.0,59.0,24.0,72.0,30.0,19.0,114.0,70.0,29.0,,
31/01/2021,2263.0,189.0,1045.0,167.0,20.0,14.0,6.0,8.0,22.0,23.0,6.0,16.0,3.0,9.0,45.0,16.0,16.0,,
01/02/2021,6119.0,546.0,1081.0,173.0,23.0,52.0,12.0,6.0,107.0,55.0,19.0,45.0,11.0,11.0,131.0,57.0,26.0,,
02/02/2021,7623.0,709.0,1012.0,175.0,23.0,88.0,33.0,18.0,111.0,60.0,36.0,61.0,20.0,15.0,129.0,81.0,29.0,,
03/02/2021,6022.0,496.0,973.0,174.0,14.0,53.0,25.0,15.0,87.0,50.0,22.0,53.0,21.0,15.0,75.0,49.0,24.0,,
04/02/2021,4869.0,463.0,922.0,176.0,20.0,47.0,18.0,4.0,79.0,37.0,19.0,51.0,18.0,14.0,100.0,46.0,15.0,,
05/02/2021,4673.0,379.0,876.0,165.0,11.0,41.0,12.0,11.0,53.0,35.0,14.0,35.0,11.0,9.0,78.0,43.0,25.0,,
06/02/2021,3845.0,295.0,826.0,166.0,13.0,37.0,14.0,8.0,62.0,19.0,10.0,25.0,7.0,10.0,49.0,29.0,17.0,,
07/02/2021,1619.0,107.0,821.0,165.0,12.0,10.0,5.0,1.0,20.0,8.0,5.0,16.0,4.0,4.0,16.0,12.0,6.0,,
08/02/2021,4456.0,314.0,809.0,164.0,16.0,18.0,15.0,4.0,58.0,38.0,15.0,24.0,4.0,9.0,72.0,40.0,6.0,,
09/02/2021,4504.0,306.0,720.0,157.0,13.0,30.0,11.0,4.0,55.0,26.0,6.0,32.0,13.0,8.0,56.0,21.0,13.0,,
10/02/2021,4411.0,214.0,682.0,152.0,14.0,24.0,5.0,2.0,29.0,26.0,7.0,23.0,5.0,4.0,52.0,21.0,14.0,,
11/02/2021,3749.0,211.0,627.0,147.0,16.0,27.0,11.0,5.0,36.0,19.0,4.0,17.0,1.0,3.0,51.0,26.0,5.0,,
12/02/2021,3721.0,297.0,580.0,138.0,15.0,40.0,6.0,2.0,52.0,18.0,11.0,41.0,5.0,4.0,70.0,21.0,8.0,,
13/02/2021,2635.0,124.0,534.0,132.0,10.0,15.0,3.0,6.0,17.0,7.0,5.0,10.0,6.0,5.0,29.0,11.0,8.0,,
